frame,face_id,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
77,0,2.533,0.98,1,-0.095,0.282,0.028,0.120,0.029,1.42,0.04,2.33,0.65,0.00,1.25,0.15,0.00,0.00,0.00,1.07,0.20,2.39,0.00,0.00,0.00,2.33,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
78,0,2.566,0.98,1,-0.108,0.207,0.020,0.119,0.033,1.34,0.00,2.38,0.77,0.00,1.22,0.15,0.00,0.00,0.00,1.04,0.27,2.37,0.00,0.00,0.00,1.17,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
79,0,2.599,0.98,1,-0.122,0.176,0.021,0.118,0.032,1.31,0.00,2.23,0.92,0.00,0.84,0.07,0.01,0.00,0.00,1.02,0.33,2.24,0.00,0.00,0.00,0.36,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
80,0,2.633,0.98,1,-0.138,0.139,0.024,0.119,0.032,1.38,0.00,2.21,1.05,0.00,0.76,0.01,0.01,0.00,0.01,0.97,0.34,2.22,0.00,0.00,0.00,0.05,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
81,0,2.666,0.98,1,-0.134,0.137,0.024,0.118,0.032,1.37,0.00,2.18,1.06,0.00,0.83,0.04,0.01,0.00,0.01,0.93,0.38,2.23,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
82,0,2.699,0.98,1,-0.137,0.137,0.023,0.119,0.032,1.46,0.00,2.23,1.02,0.00,1.24,0.05,0.00,0.00,0.01,1.01,0.31,2.29,0.00,0.00,0.00,0.65,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
83,0,2.733,0.98,1,-0.119,0.267,0.029,0.126,0.027,1.56,0.06,2.09,0.99,0.00,1.09,0.05,0.00,0.00,0.00,1.12,0.33,2.40,0.00,0.00,0.00,1.91,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
84,0,2.766,0.98,1,-0.137,0.361,0.015,0.117,0.030,1.70,0.16,1.93,0.92,0.00,0.89,0.02,0.00,0.00,0.00,1.20,0.32,2.46,0.00,0.00,0.00,3.22,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
85,0,2.799,0.98,1,-0.125,0.368,0.010,0.116,0.030,1.74,0.24,1.75,0.87,0.00,0.50,0.01,0.04,0.00,0.00,1.16,0.34,2.48,0.00,0.00,0.00,3.72,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
86,0,2.833,0.98,1,-0.110,0.323,0.023,0.122,0.028,1.62,0.18,1.90,0.81,0.00,1.17,0.12,0.07,0.00,0.00,1.13,0.27,2.39,0.00,0.00,0.00,3.13,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
87,0,2.866,0.98,1,-0.110,0.265,0.029,0.122,0.026,1.47,0.08,2.04,0.85,0.00,1.31,0.15,0.13,0.00,0.00,1.10,0.19,2.31,0.00,0.00,0.00,1.94,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
88,0,2.899,0.98,1,-0.090,0.174,0.020,0.123,0.028,1.34,0.00,2.12,1.00,0.00,1.10,0.14,0.10,0.00,0.00,1.11,0.23,2.27,0.00,0.00,0.00,0.79,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
89,0,2.933,0.98,1,-0.139,0.121,0.021,0.120,0.028,1.34,0.00,2.02,1.18,0.00,0.45,0.03,0.06,0.00,0.00,1.09,0.28,2.26,0.00,0.00,0.00,0.12,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
90,0,2.966,0.98,1,-0.153,0.107,0.021,0.121,0.029,1.25,0.00,1.96,1.34,0.00,0.31,0.00,0.01,0.00,0.00,1.08,0.27,2.30,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
91,0,2.999,0.98,1,-0.155,0.113,0.022,0.122,0.029,1.18,0.00,1.90,1.31,0.00,0.32,0.00,0.00,0.00,0.00,1.07,0.29,2.31,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
92,0,3.033,0.98,1,-0.157,0.111,0.023,0.122,0.028,1.33,0.03,1.97,1.26,0.00,0.91,0.00,0.00,0.00,0.00,1.09,0.25,2.38,0.00,0.00,0.00,0.64,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
93,0,3.066,0.98,1,-0.136,0.239,0.033,0.126,0.023,1.55,0.10,1.91,0.98,0.00,0.92,0.00,0.00,0.00,0.00,1.15,0.22,2.52,0.00,0.00,0.00,1.88,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
94,0,3.099,0.98,1,-0.112,0.349,0.021,0.126,0.026,1.73,0.16,1.86,0.80,0.00,1.15,0.00,0.00,0.00,0.00,1.22,0.11,2.57,0.00,0.00,0.00,2.92,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
95,0,3.133,0.98,1,-0.091,0.336,0.032,0.129,0.022,1.63,0.13,1.78,0.71,0.00,0.90,0.00,0.01,0.00,0.00,1.21,0.14,2.51,0.00,0.00,0.00,2.77,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
96,0,3.166,0.98,1,-0.100,0.209,0.029,0.122,0.023,1.48,0.06,1.92,0.83,0.00,0.83,0.00,0.01,0.00,0.00,1.15,0.14,2.33,0.00,0.00,0.00,1.56,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
97,0,3.199,0.98,1,-0.146,0.142,0.024,0.126,0.027,1.32,0.00,2.05,1.04,0.00,0.51,0.00,0.01,0.00,0.00,1.06,0.19,2.26,0.00,0.00,0.00,0.53,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
98,0,3.233,0.98,1,-0.179,0.072,0.023,0.129,0.027,1.17,0.00,2.07,1.13,0.00,0.04,0.00,0.00,0.00,0.00,0.97,0.20,2.26,0.00,0.00,0.00,0.03,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
99,0,3.266,0.98,1,-0.182,0.071,0.024,0.129,0.027,1.13,0.00,1.98,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.25,2.32,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
100,0,3.299,0.98,1,-0.176,0.069,0.025,0.129,0.027,1.12,0.00,1.91,1.26,0.00,0.00,0.00,0.03,0.00,0.00,0.93,0.29,2.42,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
101,0,3.333,0.98,1,-0.183,0.097,0.026,0.129,0.027,1.36,0.09,1.92,1.22,0.00,0.51,0.00,0.03,0.00,0.00,1.04,0.24,2.43,0.00,0.00,0.00,0.99,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
102,0,3.366,0.98,1,-0.120,0.313,0.037,0.131,0.021,1.55,0.21,1.92,1.04,0.00,0.62,0.00,0.03,0.00,0.00,1.07,0.13,2.48,0.00,0.01,0.00,2.23,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
103,0,3.399,0.98,1,-0.081,0.369,0.029,0.128,0.022,1.70,0.34,2.01,0.86,0.00,1.06,0.00,0.00,0.00,0.00,1.10,0.07,2.49,0.00,0.01,0.00,3.12,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
104,0,3.433,0.98,1,-0.154,0.306,0.028,0.128,0.022,1.59,0.25,2.08,0.71,0.00,0.83,0.02,0.00,0.00,0.00,1.07,0.13,2.47,0.00,0.01,0.00,2.42,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
105,0,3.466,0.98,1,-0.084,0.203,0.025,0.130,0.023,1.39,0.13,2.22,0.76,0.00,0.76,0.02,0.05,0.00,0.00,1.07,0.21,2.38,0.00,0.00,0.00,1.19,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
106,0,3.499,0.98,1,-0.172,0.141,0.026,0.129,0.025,1.21,0.00,2.20,0.95,0.00,0.31,0.01,0.08,0.00,0.00,1.06,0.28,2.31,0.00,0.00,0.00,0.30,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
107,0,3.533,0.98,1,-0.180,0.098,0.021,0.129,0.025,1.16,0.00,2.17,1.15,0.00,0.03,0.00,0.11,0.00,0.00,1.05,0.39,2.29,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
108,0,3.566,0.98,1,-0.175,0.094,0.023,0.130,0.025,1.18,0.00,2.08,1.28,0.00,0.00,0.00,0.06,0.00,0.00,1.06,0.46,2.28,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
109,0,3.599,0.98,1,-0.175,0.094,0.023,0.130,0.026,1.38,0.05,2.11,1.33,0.00,0.51,0.01,0.03,0.00,0.00,1.14,0.42,2.26,0.00,0.00,0.00,0.61,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
110,0,3.633,0.98,1,-0.158,0.253,0.037,0.128,0.021,1.50,0.13,2.05,1.12,0.00,0.64,0.05,0.00,0.00,0.00,1.18,0.31,2.31,0.00,0.01,0.00,1.78,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
111,0,3.666,0.98,1,-0.115,0.355,0.028,0.130,0.024,1.66,0.18,2.09,1.06,0.00,1.11,0.10,0.00,0.00,0.00,1.18,0.16,2.37,0.00,0.02,0.00,2.58,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
112,0,3.699,0.98,1,-0.125,0.270,0.033,0.129,0.022,1.49,0.13,2.06,0.76,0.00,0.83,0.09,0.02,0.00,0.00,1.14,0.16,2.35,0.00,0.02,0.00,2.11,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
113,0,3.733,0.98,1,-0.110,0.167,0.024,0.130,0.025,1.31,0.05,2.12,0.99,0.00,0.76,0.05,0.03,0.00,0.00,1.09,0.18,2.35,0.00,0.01,0.00,0.93,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
114,0,3.766,0.98,1,-0.170,0.080,0.026,0.133,0.024,1.15,0.00,2.15,1.10,0.00,0.31,0.00,0.03,0.00,0.00,1.07,0.25,2.31,0.00,0.00,0.00,0.13,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
115,0,3.799,0.98,1,-0.164,0.069,0.026,0.133,0.023,1.14,0.00,2.17,1.37,0.00,0.07,0.00,0.01,0.00,0.00,1.05,0.24,2.27,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
116,0,3.833,0.98,1,-0.163,0.070,0.025,0.133,0.023,1.17,0.00,2.14,1.31,0.00,0.10,0.00,0.00,0.00,0.00,1.07,0.27,2.21,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
117,0,3.866,0.98,1,-0.147,0.200,0.024,0.133,0.023,1.39,0.11,2.02,1.06,0.00,0.45,0.01,0.02,0.00,0.00,1.13,0.26,2.24,0.00,0.00,0.00,1.04,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
118,0,3.899,0.98,1,-0.149,0.328,0.030,0.131,0.019,1.60,0.22,1.95,0.91,0.00,0.80,0.02,0.02,0.00,0.00,1.12,0.24,2.32,0.00,0.00,0.00,2.07,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
119,0,3.933,0.98,1,-0.155,0.328,0.031,0.132,0.018,1.81,0.23,1.92,0.83,0.00,1.10,0.04,0.02,0.00,0.00,1.10,0.26,2.43,0.00,0.00,0.00,2.47,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
120,0,3.966,0.98,1,-0.084,0.191,0.031,0.128,0.018,1.60,0.12,1.97,0.92,0.00,0.73,0.03,0.00,0.00,0.00,1.06,0.30,2.41,0.00,0.00,0.00,1.43,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
121,0,3.999,0.98,1,-0.144,0.128,0.023,0.130,0.022,1.33,0.01,2.01,1.16,0.00,0.38,0.02,0.00,0.00,0.00,1.03,0.39,2.38,0.00,0.00,0.00,0.41,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
122,0,4.032,0.98,1,-0.161,0.086,0.025,0.131,0.023,1.09,0.00,2.07,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.37,2.24,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
123,0,4.066,0.98,1,-0.165,0.079,0.022,0.129,0.024,1.06,0.00,2.08,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.41,2.19,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
124,0,4.099,0.98,1,-0.170,0.075,0.022,0.128,0.024,1.13,0.00,2.06,1.34,0.00,0.05,0.00,0.00,0.00,0.00,0.96,0.35,2.15,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
125,0,4.132,0.98,1,-0.127,0.217,0.028,0.131,0.023,1.27,0.09,2.04,1.20,0.00,0.44,0.09,0.00,0.00,0.00,1.03,0.27,2.23,0.00,0.00,0.00,1.08,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
126,0,4.166,0.98,1,-0.133,0.330,0.033,0.133,0.021,1.37,0.18,2.04,1.00,0.00,0.88,0.20,0.00,0.00,0.00,1.09,0.19,2.32,0.00,0.00,0.00,2.15,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
127,0,4.199,0.98,1,-0.134,0.330,0.034,0.134,0.020,1.48,0.18,2.10,0.95,0.00,1.17,0.27,0.02,0.00,0.00,1.08,0.24,2.41,0.00,0.00,0.00,2.56,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
128,0,4.232,0.98,1,-0.099,0.209,0.025,0.131,0.021,1.44,0.09,2.18,0.88,0.00,0.85,0.18,0.03,0.00,0.00,1.09,0.28,2.35,0.00,0.00,0.00,1.52,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
129,0,4.266,0.98,1,-0.159,0.143,0.021,0.132,0.022,1.38,0.00,2.19,1.10,0.00,0.41,0.08,0.03,0.00,0.00,1.11,0.32,2.37,0.00,0.00,0.00,0.44,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
130,0,4.299,0.98,1,-0.136,0.069,0.024,0.133,0.022,1.26,0.00,2.14,1.27,0.00,0.08,0.01,0.01,0.00,0.00,1.15,0.35,2.39,0.00,0.00,0.00,0.04,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
131,0,4.332,0.98,1,-0.141,0.059,0.021,0.131,0.023,1.18,0.00,2.11,1.52,0.00,0.00,0.01,0.00,0.00,0.00,1.14,0.42,2.44,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
132,0,4.366,0.98,1,-0.143,0.057,0.024,0.131,0.023,1.31,0.04,2.08,1.55,0.00,0.53,0.04,0.00,0.00,0.00,1.12,0.38,2.34,0.00,0.00,0.00,0.45,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
133,0,4.399,0.98,1,-0.097,0.225,0.035,0.127,0.021,1.59,0.20,2.08,1.36,0.00,0.86,0.08,0.00,0.00,0.00,1.14,0.28,2.33,0.00,0.00,0.00,1.42,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
134,0,4.432,0.98,1,-0.140,0.338,0.037,0.132,0.018,1.67,0.23,2.05,1.17,0.00,1.33,0.11,0.04,0.00,0.00,1.15,0.22,2.31,0.00,0.00,0.00,1.97,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
135,0,4.466,0.98,1,-0.092,0.210,0.032,0.136,0.021,1.53,0.19,2.05,0.83,0.00,0.80,0.08,0.04,0.00,0.00,1.11,0.30,2.41,0.00,0.00,0.00,1.58,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
136,0,4.499,0.98,1,-0.161,0.156,0.029,0.128,0.023,1.21,0.03,1.96,0.94,0.00,0.47,0.03,0.04,0.00,0.00,1.08,0.37,2.38,0.00,0.00,0.00,0.60,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
137,0,4.532,0.98,1,-0.177,0.116,0.030,0.126,0.022,1.09,0.00,1.90,0.99,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.44,2.36,0.00,0.00,0.00,0.06,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
138,0,4.566,0.98,1,-0.180,0.097,0.029,0.129,0.023,1.16,0.00,1.98,1.04,0.00,0.38,0.05,0.00,0.00,0.00,1.06,0.39,2.35,0.00,0.00,0.00,0.20,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
139,0,4.599,0.98,1,-0.126,0.226,0.032,0.127,0.022,1.27,0.01,1.97,0.93,0.00,0.68,0.13,0.00,0.00,0.00,1.10,0.35,2.48,0.00,0.00,0.00,1.24,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
140,0,4.632,0.98,1,-0.161,0.311,0.030,0.131,0.023,1.47,0.02,2.01,0.76,0.00,1.21,0.23,0.00,0.00,0.00,1.13,0.19,2.52,0.00,0.00,0.00,1.96,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
141,0,4.666,0.98,1,-0.146,0.236,0.037,0.137,0.017,1.48,0.02,2.01,0.68,0.00,1.10,0.18,0.00,0.00,0.00,1.15,0.17,2.50,0.00,0.00,0.00,1.95,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
142,0,4.699,0.98,1,-0.096,0.162,0.031,0.128,0.020,1.45,0.01,2.05,0.76,0.00,0.85,0.10,0.00,0.00,0.00,1.08,0.15,2.39,0.00,0.00,0.00,0.91,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
143,0,4.732,0.98,1,-0.152,0.117,0.032,0.129,0.021,1.29,0.00,2.03,0.99,0.00,0.32,0.01,0.00,0.00,0.00,1.01,0.21,2.40,0.00,0.00,0.00,0.19,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
144,0,4.766,0.98,1,-0.140,0.074,0.027,0.133,0.021,1.18,0.00,1.97,1.17,0.00,0.04,0.00,0.00,0.00,0.00,1.00,0.24,2.42,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
145,0,4.799,0.98,1,-0.151,0.074,0.025,0.133,0.021,1.18,0.00,1.96,1.17,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.24,2.44,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
146,0,4.832,0.98,1,-0.157,0.086,0.028,0.134,0.021,1.35,0.01,1.95,1.13,0.00,0.58,0.03,0.01,0.00,0.00,1.12,0.23,2.51,0.00,0.00,0.00,0.83,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
147,0,4.866,0.98,1,-0.138,0.298,0.049,0.134,0.016,1.38,0.03,1.86,0.92,0.00,0.80,0.07,0.01,0.00,0.00,1.15,0.13,2.56,0.00,0.03,0.00,1.92,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
148,0,4.899,0.98,1,-0.146,0.347,0.039,0.138,0.019,1.44,0.03,1.85,0.94,0.00,1.29,0.10,0.07,0.00,0.00,1.19,0.09,2.59,0.00,0.07,0.00,2.56,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
149,0,4.932,0.98,1,-0.125,0.210,0.039,0.136,0.018,1.30,0.02,1.89,0.72,0.00,0.73,0.07,0.07,0.00,0.00,1.12,0.15,2.57,0.00,0.07,0.00,1.87,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
150,0,4.966,0.98,1,-0.128,0.183,0.029,0.136,0.021,1.27,0.00,2.04,1.03,0.00,0.53,0.03,0.07,0.00,0.00,1.11,0.24,2.49,0.00,0.04,0.00,0.79,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
151,0,4.999,0.98,1,-0.150,0.106,0.030,0.129,0.021,1.21,0.00,2.09,1.21,0.00,0.05,0.00,0.02,0.00,0.00,1.06,0.26,2.51,0.00,0.00,0.00,0.15,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
152,0,5.032,0.98,1,-0.142,0.067,0.029,0.130,0.022,1.18,0.00,2.09,1.64,0.00,0.03,0.00,0.03,0.00,0.00,1.09,0.27,2.51,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
153,0,5.066,0.98,1,-0.144,0.068,0.029,0.129,0.022,1.37,0.00,2.03,1.36,0.00,0.46,0.06,0.08,0.00,0.00,1.11,0.18,2.51,0.00,0.01,0.00,0.77,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
154,0,5.099,0.98,1,-0.150,0.288,0.042,0.136,0.018,1.41,0.00,1.92,1.10,0.00,0.70,0.12,0.10,0.00,0.00,1.17,0.11,2.49,0.00,0.02,0.00,1.82,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
